COMMAND                   AVG_CPU%
isupipe                       92.6
systemd-journal                0.7
pidstat                        0.5
rsyslogd                       0.3
mysqld                         0.3
landscape-sysin                0.2
mysql                          0.1
kworker/u4:0-ext4-rsv-conversion       0.1
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
rcu_sched                      0.0
polkitd                        0.0
packagekitd                    0.0
kworker/u4:2+flush-259:0       0.0
