COMMAND                   AVG_CPU%
nginx                        120.2
pidstat                        0.4
rcu_sched                      0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-network                0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:1-writeback         0.0
kworker/u4:1-events_unbound       0.0
dbus-daemon                    0.0
