COMMAND                   AVG_CPU%
mysqld                        53.0
nginx                         26.2
landscape-sysin                0.7
pidstat                        0.6
rcu_sched                      0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
kworker/u4:3-flush-259:0       0.0
kworker/u4:2-events_unbound       0.0
kworker/u4:0-events_unbound       0.0
