procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3280892  14908 308420    0    0  6472   156  630 1166 10 21 63  5  0 2026-09-22 11:04:25
 0  0      0 3275852  14908 308584    0    0   128     4  601  933  2  2 96  0  0 2026-09-22 11:04:26
 0  0      0 3275852  14908 308584    0    0     0     0   82   73  0  1 100  0  0 2026-09-22 11:04:27
 0  0      0 3275852  14908 308584    0    0     0     0   29   35  0  0 100  0  0 2026-09-22 11:04:28
 1  0      0 3275852  14908 308584    0    0     0     0   83   68  0  0 100  0  0 2026-09-22 11:04:29
 1  0      0 3275628  14944 308628    0    0    24    84  902  479  0  1 99  0  0 2026-09-22 11:04:30
 1  0      0 3275628  14944 308644    0    0     0    24   56   63  0  0 100  0  0 2026-09-22 11:04:31
 1  0      0 3275628  14944 308712    0    0     0    72  613  394  1  0 99  0  0 2026-09-22 11:04:32
 1  0      0 3275628  14944 308712    0    0     0     0   32   43  0  0 100  0  0 2026-09-22 11:04:33
 3  1      0 3262964  17488 318092    0    0  2532  2244 22646 7691 20 12 57 11  0 2026-09-22 11:04:34
 3  0      0 3239608  19132 331432    0    0  1640     4 40333 12056 35 24 30 11  0 2026-09-22 11:04:35
 4  0      0 3215368  19828 344832    0    0   696  4912 43458 13924 39 22 35  4  0 2026-09-22 11:04:36
 3  0      0 3196544  20288 357364    0    0   460  6036 46276 14816 41 23 33  3  0 2026-09-22 11:04:37
 3  0      0 3172132  20620 373452    0    0   332  9372 43353 14595 41 21 36  2  0 2026-09-22 11:04:38
 2  2      0 3156560  20972 385348    0    0   328 16944 47902 13610 44 27 27  2  0 2026-09-22 11:04:39
 3  0      0 3144052  21224 395608    0    0   248 18384 46190 15025 42 26 28  3  0 2026-09-22 11:04:40
 5  0      0 3132768  21556 403676    0    0   332 13636 47330 13802 45 25 28  1  0 2026-09-22 11:04:41
 3  0      0 3112700  21804 421124    0    0   248 16656 46571 13551 47 23 29  2  0 2026-09-22 11:04:42
 3  0      0 3105316  22096 425472    0    0   288 15768 46649 12507 48 24 28  1  0 2026-09-22 11:04:43
 1  2      0 3093736  22320 434668    0    0   184 26600 45552 12879 42 27 30  2  0 2026-09-22 11:04:44
 3  0      0 3089976  22540 439724    0    0   216 21572 47907 12961 42 32 25  1  0 2026-09-22 11:04:45
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3078328  22700 448300    0    0   144 19769 46850 12814 48 24 26  2  0 2026-09-22 11:04:46
 2  0      0 3065336  22836 458448    0    0   116 24072 47546 12991 46 28 25  1  0 2026-09-22 11:04:47
 3  0      0 3057804  22948 467112    0    0   112 19724 44925 13605 43 25 31  1  0 2026-09-22 11:04:48
 1  2      0 3049728  23020 472904    0    0    64 24832 46859 12644 48 27 25  0  0 2026-09-22 11:04:49
 2  0      0 3042848  23140 475392    0    0    88 27260 45604 12949 45 27 27  1  0 2026-09-22 11:04:50
 3  0      0 3035872  23348 483700    0    0   208 23096 47485 11808 49 28 23  1  0 2026-09-22 11:04:51
 2  0      0 3030080  23416 484748    0    0    68 21216 45608 12123 48 26 25  1  0 2026-09-22 11:04:52
 2  0      0 3017092  23620 491548    0    0   204 13688 43500 12338 48 23 28  0  0 2026-09-22 11:04:53
 3  0      0 3017444  23716 501576    0    0    68 26328 45765 12027 50 25 24  1  0 2026-09-22 11:04:54
 2  0      0 3009060  23776 509072    0    0    52 21772 46658 12716 50 23 26  1  0 2026-09-22 11:04:55
 1  0      0 2999808  23840 511560    0    0    64 27648 46852 11762 48 31 21  0  0 2026-09-22 11:04:56
 2  0      0 2993428  23936 516684    0    0    96 18428 46213 12089 49 28 24  1  0 2026-09-22 11:04:57
 2  0      0 2989688  24020 522448    0    0    52 86036 43781 11579 46 27 23  4  0 2026-09-22 11:04:58
 0  2      0 2982508  24108 524992    0    0    60 26376 44540 11558 51 25 25  1  0 2026-09-22 11:04:59
 3  0      0 2973720  24216 533372    0    0    96 28820 44299 10677 50 26 24  1  0 2026-09-22 11:05:00
 2  0      0 2964048  24268 536280    0    0    52 18448 44830 11885 50 24 25  0  0 2026-09-22 11:05:01
 1  0      0 2962564  24352 538432    0    0    84 19632 45207 11356 50 26 23  1  0 2026-09-22 11:05:02
 0  0      0 2948936  24428 547404    0    0   172 21784 47227 12255 49 27 24  0  0 2026-09-22 11:05:03
 4  0      0 2944212  24508 551232    0    0    48 29068 47998 11242 50 30 20  0  0 2026-09-22 11:05:04
 2  0      0 2937024  24596 560260    0    0    84 29232 43801 12515 48 22 28  2  0 2026-09-22 11:05:05
 2  0      0 2928168  24644 565108    0    0    48 22344 47840 11540 49 29 22  0  0 2026-09-22 11:05:06
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2921824  24732 568428    0    0    88 22996 48052 15927 37 28 35  1  0 2026-09-22 11:05:07
 1  0      0 2917120  24836 575884    0    0   104 28108 48389 17092 36 28 34  1  0 2026-09-22 11:05:08
 3  0      0 2914596  24944 577800    0    0    76 32004 49013 16510 38 26 34  1  0 2026-09-22 11:05:09
 2  0      0 2904564  25084 587504    0    0   132 22036 49123 16968 38 27 35  1  0 2026-09-22 11:05:10
 3  0      0 2894964  25172 594544    0    0    88 22552 47058 16422 36 26 38  0  0 2026-09-22 11:05:11
 2  0      0 2889736  25268 601940    0    0    96 28696 47335 16563 36 28 36  0  0 2026-09-22 11:05:12
 1  0      0 2881800  25344 608700    0    0    72 26520 43714 15561 32 28 40  0  0 2026-09-22 11:05:13
 1  1      0 2877776  25464 613648    0    0    84 29376 46666 16372 35 26 38  1  0 2026-09-22 11:05:14
 2  0      0 2869748  25564 620996    0    0    96 33264 47385 16948 35 28 36  1  0 2026-09-22 11:05:15
 2  1      0 2863764  26420 625996    0    0   856 29204 47379 16068 39 28 31  2  0 2026-09-22 11:05:16
 0  0      0 2854288  27240 634736    0    0   820 19884 44872 16225 32 28 37  3  0 2026-09-22 11:05:17
 2  0      0 2847036  27264 642812    0    0    24 25520 47182 16789 35 26 38  0  0 2026-09-22 11:05:18
 2  0      0 2837628  27296 648568    0    0     0 40296 47987 16071 35 31 34  0  0 2026-09-22 11:05:19
 2  0      0 2834408  27300 643208    0    0     0 33016 48111 16191 34 31 35  0  0 2026-09-22 11:05:20
 2  0      0 2832176  27300 653904    0    0     0 33668 49732 16857 39 27 34  0  1 2026-09-22 11:05:21
 3  0      0 2827580  27300 658804    0    0     0 24792 44773 15774 35 25 40  0  0 2026-09-22 11:05:22
 2  0      0 2818140  27300 666616    0    0     0 33728 49582 15598 39 29 31  0  0 2026-09-22 11:05:23
 2  0      0 2814092  27344 669892    0    0     0 36368 47767 16280 35 28 37  1  0 2026-09-22 11:05:24
 3  0      0 2812012  27344 675804    0    0     0 37712 45510 15942 33 28 38  2  0 2026-09-22 11:05:25
 0  0      0 2803720  27344 680524    0    0     0 25744 47465 16633 33 29 38  0  0 2026-09-22 11:05:26
 0  0      0 2797808  27348 688628    0    0     0 30284 45584 15288 33 29 39  0  0 2026-09-22 11:05:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2793200  27356 691284    0    0     0 29332 46537 16256 32 29 39  0  0 2026-09-22 11:05:28
 2  0      0 2790476  27404 692352    0    0     0 129588 45489 15563 34 29 34  3  0 2026-09-22 11:05:29
 2  0      0 2786600  27404 695308    0    0     0 32172 49109 15935 37 30 33  0  0 2026-09-22 11:05:30
 1  0      0 2783300  27404 700652    0    0     0 25384 45896 16007 35 25 40  0  0 2026-09-22 11:05:31
 1  0      0 2777316  27404 706916    0    0     0 34832 46754 16832 33 28 37  1  0 2026-09-22 11:05:32
 1  0      0 2772268  27408 710828    0    0     0 32984 47928 15523 35 31 34  0  0 2026-09-22 11:05:33
