procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2436288  45976 1102756    0    0    66   181  942  384  3  1 95  0  0 2026-09-22 09:20:06
 0  0      0 2433012  45976 1102688    0    0     0     0  572  953  3  2 96  0  0 2026-09-22 09:20:07
 0  0      0 2433012  45976 1102688    0    0     0     0   57   63  0  0 100  0  0 2026-09-22 09:20:08
 0  0      0 2433012  45988 1102676    0    0     0   172   49   54  0  0 100  0  0 2026-09-22 09:20:09
 0  0      0 2433012  45988 1102688    0    0     0     0  276  169  0  0 100  0  0 2026-09-22 09:20:10
 1  0      0 2432340  45988 1102688    0    0     0     8  653  301  1  0 99  0  0 2026-09-22 09:20:11
 0  0      0 2432340  45988 1102704    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 09:20:12
 0  0      0 2432340  45988 1102804    0    0     0     0  681  385  1  1 99  0  0 2026-09-22 09:20:13
 1  0      0 2432340  45988 1102724    0    0     0     0   33   39  0  0 100  0  0 2026-09-22 09:20:14
 3  0      0 2435292  45996 1103808    0    0     0    48 24360 9757 20 10 69  0  0 2026-09-22 09:20:15
 1  0      0 2431664  45996 1106048    0    0     0     0 42253 17214 30 19 52  0  0 2026-09-22 09:20:16
 3  0      0 2426764  45996 1108052    0    0     0     8 42486 17155 29 19 51  0  0 2026-09-22 09:20:17
 3  0      0 2426720  45996 1110164    0    0     0     0 44509 17483 36 15 49  0  0 2026-09-22 09:20:18
 3  1      0 2419660  46000 1112536    0    0     0    44 45488 17568 33 20 47  0  0 2026-09-22 09:20:19
 3  0      0 2416776  46000 1114372    0    0     0     0 45822 17778 31 18 51  0  0 2026-09-22 09:20:20
 1  0      0 2414012  46000 1116360    0    0     0     0 44284 17287 32 19 49  0  0 2026-09-22 09:20:21
 3  0      0 2411752  46000 1118340    0    0     0     0 44333 17197 33 20 47  0  0 2026-09-22 09:20:22
 3  0      0 2409320  46000 1120212    0    0     0     8 45115 17280 36 18 47  0  0 2026-09-22 09:20:23
 3  1      0 2407560  46004 1122048    0    0     0    44 42731 16567 31 21 49  0  0 2026-09-22 09:20:24
 3  0      0 2405120  46004 1124160    0    0     0     0 45295 16974 31 21 47  0  0 2026-09-22 09:20:25
 3  0      0 2402624  46004 1125996    0    0     0     0 44149 16121 37 20 43  0  0 2026-09-22 09:20:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 2400800  46004 1127672    0    0     0     0 44850 15155 44 19 37  0  0 2026-09-22 09:20:27
 3  0      0 2399032  46004 1129412    0    0     0     0 42205 14210 45 18 38  0  0 2026-09-22 09:20:28
 4  0      0 2397304  46008 1131064    0    0     0   108 42711 12533 49 20 31  0  0 2026-09-22 09:20:29
 3  0      0 2395540  46008 1132600    0    0     0     0 41922 12670 50 18 32  0  0 2026-09-22 09:20:30
 3  0      0 2400708  46008 1134364    0    0     0     0 42537 12506 51 16 33  0  0 2026-09-22 09:20:31
 3  0      0 2396876  46008 1135860    0    0     0     0 40912 11576 54 16 31  0  0 2026-09-22 09:20:32
 3  0      0 2393584  46008 1137372    0    0     0 32396 38249 11315 46 17 35  1  0 2026-09-22 09:20:33
 3  0      0 2391860  46020 1138964    0    0     0    60 41855 12467 50 17 33  0  0 2026-09-22 09:20:34
 2  0      0 2389844  46020 1140620    0    0     0     8 43790 12498 52 17 31  0  0 2026-09-22 09:20:35
 2  0      0 2386524  46020 1142236    0    0     0  1196 42974 12685 52 17 30  0  0 2026-09-22 09:20:36
 0  0      0 2389764  46020 1143920    0    0     0     0 41835 11738 56 15 29  0  0 2026-09-22 09:20:37
 2  0      0 2386656  46020 1145400    0    0     0  8012 40976 10651 56 17 28  1  0 2026-09-22 09:20:38
 2  0      0 2385148  46032 1147152    0    0     0    76 43460 12535 52 19 29  1  0 2026-09-22 09:20:39
 2  0      0 2383632  46032 1148804    0    0     0    88 41465 11145 57 15 28  0  0 2026-09-22 09:20:40
 2  0      0 2382124  46032 1150272    0    0     0    12 41856 11981 55 14 31  0  0 2026-09-22 09:20:41
 1  0      0 2379692  46032 1152004    0    0     0     0 42259 12345 52 18 30  0  0 2026-09-22 09:20:42
 2  0      0 2378180  46032 1153476    0    0     0     0 41105 11082 57 17 26  0  0 2026-09-22 09:20:43
 2  0      0 2375916  46044 1155080    0    0     0  8168 40258 10112 53 21 25  1  0 2026-09-22 09:20:44
 2  0      0 2374404  46044 1156744    0    0     0     0 40582 11139 54 16 30  0  0 2026-09-22 09:20:45
 2  0      0 2372680  46044 1158380    0    0     0     0 41750 11269 55 17 28  0  0 2026-09-22 09:20:46
 2  0      0 2370752  46044 1159924    0    0     0    12 40746 10417 58 15 27  0  0 2026-09-22 09:20:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2368996  46044 1161284    0    0     0     0 42020 11964 51 19 30  0  1 2026-09-22 09:20:48
 2  0      0 2366120  46048 1162940    0    0     0  7772 41523 11796 54 16 30  1  0 2026-09-22 09:20:49
 2  0      0 2363704  46048 1164332    0    0     0    28 40960 11030 55 18 27  0  0 2026-09-22 09:20:50
 2  0      0 2362200  46048 1165952    0    0     0     0 41479 10811 57 16 27  0  0 2026-09-22 09:20:51
 2  0      0 2360436  46048 1167560    0    0     0     0 41695 10602 58 17 26  0  0 2026-09-22 09:20:52
 1  0      0 2359428  46048 1169008    0    0     0    12 40704 10500 56 16 28  0  0 2026-09-22 09:20:53
 2  0      0 2357312  46056 1170528    0    0     0    52 41288 10506 58 16 26  0  0 2026-09-22 09:20:54
 2  0      0 2360972  46056 1172012    0    0     0     0 40409 10826 53 19 29  0  0 2026-09-22 09:20:55
 2  0      0 2358788  46056 1173580    0    0     0     0 42191 11334 53 19 29  0  0 2026-09-22 09:20:56
 1  0      0 2356136  46056 1175224    0    0     0     0 41807 10064 63 13 24  0  0 2026-09-22 09:20:57
 2  0      0 2354156  46056 1176804    0    0     0     0 40308 10173 59 15 26  0  0 2026-09-22 09:20:58
 2  0      0 2352932  46060 1178220    0    0     0    52 41720 10273 57 18 25  0  0 2026-09-22 09:20:59
 2  0      0 2349852  46060 1179792    0    0     0     8 41322 10671 55 20 26  0  0 2026-09-22 09:21:00
 2  0      0 2347592  46060 1181288    0    0     0     0 39930 10120 56 19 25  0  0 2026-09-22 09:21:01
 2  0      0 2345912  46060 1182896    0    0     0     0 41092 10093 55 20 25  0  0 2026-09-22 09:21:02
 2  0      0 2343732  46060 1184376    0    0     0     0 41361 10326 59 17 24  0  1 2026-09-22 09:21:03
 2  0      0 2341520  46064 1186020    0    0     0    76 42354 11627 55 19 26  0  0 2026-09-22 09:21:04
 2  0      0 2345332  46064 1187520    0    0     0     0 41746 10076 57 18 26  0  0 2026-09-22 09:21:05
 1  0      0 2341648  46064 1189032    0    0     0     0 41449 9856 61 17 22  0  0 2026-09-22 09:21:06
 2  0      0 2339028  46064 1190800    0    0     0     0 43570 13849 51 19 30  0  0 2026-09-22 09:21:07
 1  0      0 2336352  46064 1192440    0    0     0     0 44916 13851 52 20 28  0  0 2026-09-22 09:21:08
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2340816  46072 1194152    0    0     0    60 44526 12614 53 18 29  1  0 2026-09-22 09:21:09
 0  0      0 2336292  46072 1195940    0    0     0    44 44262 13623 49 20 30  0  0 2026-09-22 09:21:10
 1  0      0 2332548  46072 1197684    0    0     0     0 45784 14378 53 16 31  0  0 2026-09-22 09:21:11
 0  0      0 2329444  46072 1199428    0    0     0     0 43903 13230 55 16 30  0  0 2026-09-22 09:21:12
 2  0      0 2325832  46072 1201248    0    0     0     0 44394 12902 52 19 29  0  0 2026-09-22 09:21:13
 0  0      0 2329600  46080 1202956    0    0     0    40 44377 13091 54 18 28  0  0 2026-09-22 09:21:14
 0  0      0 2327336  46080 1202588    0    0     0     0 17899 4173 19  8 73  0  0 2026-09-22 09:21:15
 2  0      0 2321540  46080 1202596    0    0     0     8  305  707  2  2 96  0  0 2026-09-22 09:21:16
