procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 613252  88736 1495848    0    0    77  1314 1104 1195  9  2 88  1  0 2026-09-22 09:20:06
 0  0      0 613016  88736 1495768    0    0     0  1936  416  765  1  0 98  2  0 2026-09-22 09:20:07
 0  1      0 613016  88772 1495752    0    0    32 14212 4751 8682  6  2 65 27  0 2026-09-22 09:20:08
 0  1      0 617048  88792 1498676    0    0     0 19236 13584 20774 12  6 63 19  0 2026-09-22 09:20:09
 1  0      0 581040  88808 1499996    0    0     0 35932 4467 7453 16  3 56 25  0 2026-09-22 09:20:10
 0  0      0 581040  88808 1500132    0    0     0  1324 1333 1638  1  1 98  1  0 2026-09-22 09:20:11
 1  0      0 581040  88808 1500132    0    0     0   792  291  501  0  0 99  0  0 2026-09-22 09:20:12
 1  0      0 581040  88820 1500224    0    0     0  7288 1473 2458  1  1 90  8  1 2026-09-22 09:20:13
 1  0      0 581040  88820 1500228    0    0     0  2456  535  971  0  0 98  2  0 2026-09-22 09:20:14
 7  2      0 578268  88864 1506052    0    0    16 27436 15461 17314 28 10 51 11  0 2026-09-22 09:20:15
14  0      0 573476  88868 1514048    0    0     0 15468 24436 26633 68 16 15  2  0 2026-09-22 09:20:16
 4  0      0 568940  88868 1522304    0    0     0 17596 26996 31874 77 17  6  1  0 2026-09-22 09:20:17
14  0      0 563504  88872 1531204    0    0     0 17336 27073 32114 75 18  6  1  0 2026-09-22 09:20:18
12  0      0 558712  88884 1539344    0    0     0 18544 28069 33052 71 22  6  1  0 2026-09-22 09:20:19
 9  0      0 554932  88884 1547400    0    0     0 27692 27153 31471 75 17  7  1  0 2026-09-22 09:20:20
 6  0      0 549384  88888 1556092    0    0     0 25664 27460 32277 76 17  6  1  0 2026-09-22 09:20:21
11  0      0 541316  88888 1564272    0    0     0 16020 28071 32403 76 18  6  1  0 2026-09-22 09:20:22
14  0      0 532996  88892 1572396    0    0     0 19680 28432 33614 75 18  7  1  0 2026-09-22 09:20:23
 6  0      0 524932  88908 1580416    0    0     0 17384 25609 31007 70 14 10  6  0 2026-09-22 09:20:24
13  0      0 516616  88920 1589028    0    0     0 21124 27999 33431 78 17  6  1  0 2026-09-22 09:20:25
12  0      0 508044  88920 1597508    0    0     0 17024 25865 30363 78 13  7  2  0 2026-09-22 09:20:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
12  0      0 499980  88924 1605476    0    0     0 17616 26898 32315 72 20  7  0  0 2026-09-22 09:20:27
 9  0      0 492168  88924 1613320    0    0     0 22140 26005 30126 77 14  8  1  0 2026-09-22 09:20:28
12  0      0 484100  88956 1621324    0    0     0 20856 25445 30361 77 14  8  1  0 2026-09-22 09:20:29
 6  0      0 475780  88968 1629660    0    0     0 20264 24656 29808 79 11  9  1  0 2026-09-22 09:20:30
 5  0      0 467248  88980 1637856    0    0     0 22096 24231 29657 75 15 10  1  0 2026-09-22 09:20:31
 4  0      0 459688  88984 1645412    0    0     0 104032 23901 28475 74 15  7  4  0 2026-09-22 09:20:32
 5  0      0 452380  88992 1652592    0    0     0 91644 22903 28203 64 18 10  7  1 2026-09-22 09:20:33
 7  0      0 444820  88992 1660408    0    0     0 25976 23910 27085 79 13  8  1  0 2026-09-22 09:20:34
 2  0      0 436252  88992 1668844    0    0     0 24560 24066 30470 76 13 11  1  0 2026-09-22 09:20:35
 2  0      0 428432  88992 1676520    0    0     0 20692 22821 26139 77 14  9  0  0 2026-09-22 09:20:36
 6  0      0 420112  88996 1684812    0    0     0 22228 23512 27470 75 14 10  1  0 2026-09-22 09:20:37
