procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12954344  96596 2570984    0    0    12    98  311  186 11  2 87  0  0 2026-09-22 10:27:29
 0  0      0 12930656  96596 2568492    0    0     0     0 2673 2583  1  2 97  0  0 2026-09-22 10:27:30
 0  0      0 12930656  96596 2568492    0    0     0  1304  338  393  0  0 100  0  0 2026-09-22 10:27:31
 0  0      0 12930656  96596 2568492    0    0     0    12   39   49  0  0 100  0  0 2026-09-22 10:27:32
 0  0      0 12928640  96596 2568492    0    0     0     0 2199 2992  0  0 100  0  0 2026-09-22 10:27:33
 0  0      0 12928388  96596 2568492    0    0     0     0   48   52  0  0 100  0  0 2026-09-22 10:27:34
 0  0      0 12925868  96600 2568492    0    0     0    92 1227 1752  0  0 100  0  0 2026-09-22 10:27:35
 0  0      0 12925868  96600 2568492    0    0     0     8   44   32  0  0 100  0  0 2026-09-22 10:27:36
 1  0      0 12924636  96600 2568492    0    0     0     4 1484 1985  0  0 100  0  0 2026-09-22 10:27:37
 8  0      0 12866680  96600 2568496    0    0     0     0 75130 72667 41  7 52  0  0 2026-09-22 10:27:38
 3  0      0 12826740  96600 2568516    0    0     0     0 77610 71115 47  7 46  0  0 2026-09-22 10:27:39
 2  0      0 12792928  96600 2568536    0    0     0     0 76072 68767 48  7 44  0  0 2026-09-22 10:27:40
 2  0      0 12759164  96600 2568720    0    0     0    28 77480 70089 47  7 47  0  0 2026-09-22 10:27:41
 3  0      0 12730828  96600 2569116    0    0     0     0 75257 66715 50  7 43  0  0 2026-09-22 10:27:42
 5  0      0 12690300  96600 2569468    0    0     0   124 77210 65883 53  7 40  0  0 2026-09-22 10:27:43
 3  0      0 12681144  96600 2569688    0    0     0     0 83064 74285 49  7 44  0  0 2026-09-22 10:27:44
 2  0      0 12660152  96600 2569828    0    0     0     0 78482 68616 52  8 41  0  0 2026-09-22 10:27:45
 5  0      0 12646180  96600 2569940    0    0     0    28 79532 70819 51  8 42  0  0 2026-09-22 10:27:46
 3  0      0 12630420  96600 2570188    0    0     0     0 79163 72361 46  8 46  0  0 2026-09-22 10:27:47
 8  0      0 12617124  96600 2570224    0    0     0   116 78199 69942 49  8 43  0  0 2026-09-22 10:27:48
 5  0      0 12591368  96600 2570340    0    0     0     4 77945 68153 50  8 42  0  0 2026-09-22 10:27:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 7  0      0 12579892  96600 2570460    0    0     0     0 77854 69104 51  6 43  0  0 2026-09-22 10:27:50
 4  0      0 12558248  96604 2570612    0    0     0    28 78367 69158 50  8 42  0  0 2026-09-22 10:27:51
 4  0      0 12545480  96604 2570736    0    0     0     0 79949 70837 52  7 40  0  0 2026-09-22 10:27:52
 3  0      0 12524328  96604 2570916    0    0     0   120 79103 68508 51  8 41  0  0 2026-09-22 10:27:53
 4  0      0 12509576  96604 2570948    0    0     0     0 76944 67297 51  8 41  0  0 2026-09-22 10:27:54
 2  0      0 12507108  96604 2571124    0    0     0     4 78766 69653 51  6 43  0  0 2026-09-22 10:27:55
 5  0      0 12498284  96608 2571272    0    0     0    24 75969 65910 51  7 42  0  0 2026-09-22 10:27:56
 3  0      0 12468104  96608 2571344    0    0     0     0 78096 66253 53  8 39  0  0 2026-09-22 10:27:57
 8  0      0 12456768  96608 2571476    0    0     0   184 74549 63885 53  7 40  0  0 2026-09-22 10:27:58
 4  0      0 12446520  96608 2571624    0    0     0     0 77298 69602 50  7 43  0  0 2026-09-22 10:27:59
 6  0      0 12437476  96608 2571792    0    0     0    68 72621 62703 52  8 40  0  0 2026-09-22 10:28:00
 5  0      0 12436748  96608 2571920    0    0     0    28 76357 65067 55  8 37  0  0 2026-09-22 10:28:01
