COMMAND                   AVG_CPU%
nginx                         85.6
landscape-sysin                0.8
pidstat                        0.4
kworker/u4:3-ext4-rsv-conversion       0.3
kworker/u4:1-ext4-rsv-conversion       0.3
rcu_sched                      0.1
kworker/u4:0-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
jbd2/nvme0n1p1-8               0.1
systemd                        0.0
sshd                           0.0
snapd                          0.0
kworker/u4:3-events_power_efficient       0.0
kworker/u4:1-writeback         0.0
