procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2327992  77000 565700    0    0   152  1286 3651 4150 20  5 74  2  0 2026-09-22 10:20:44
 0  0      0 2327992  77008 565712    0    0     0   104  346  551  0  0 100  1  0 2026-09-22 10:20:45
 2  0      0 2327992  77112 565892    0    0     0  6948 3139 5936  4  1 75 21  0 2026-09-22 10:20:46
 0  0      0 2312620  77160 572828    0    0     0 15316 13994 21175 16  5 64 16  0 2026-09-22 10:20:47
 0  1      0 2276332  77192 583168    0    0     0 36320 4247 8800 19  3 50 28  0 2026-09-22 10:20:48
 0  0      0 2275184  77196 583460    0    0     0  6040 2221 2106  3  1 95  1  0 2026-09-22 10:20:49
 0  0      0 2275184  77196 583460    0    0     0  3280  516  900  0  0 97  2  0 2026-09-22 10:20:50
 1  0      0 2275184  77208 583480    0    0     0  6988 1262 2110  0  1 91  8  0 2026-09-22 10:20:51
 1  0      0 2275184  77208 583480    0    0     0   544  313  529  0  0 99  0  0 2026-09-22 10:20:52
 1  0      0 2274176  77232 584808    0    0     0  9300 12273 14708 21  9 64  6  0 2026-09-22 10:20:53
 3  0      0 2272664  77256 587492    0    0     0  2872 20687 24094 34 13 51  2  0 2026-09-22 10:20:54
 8  0      0 2271152  77268 590376    0    0     0  3148 21736 25333 39 13 45  3  0 2026-09-22 10:20:55
10  1      0 2269388  77288 592792    0    0     0  9400 21634 25349 72 11 17  1  0 2026-09-22 10:20:56
12  0      0 2267876  77308 595436    0    0     0 12484 23257 28861 73 13 12  2  0 2026-09-22 10:20:57
10  0      0 2266112  77316 597964    0    0     0  1220 23048 26489 80 11 10  0  0 2026-09-22 10:20:58
11  0      0 2264596  77320 600356    0    0     0  1332 22716 26384 76 13 10  0  0 2026-09-22 10:20:59
10  0      0 2263084  77348 602968    0    0     0  1484 22870 26470 77 13 10  0  0 2026-09-22 10:21:00
 9  0      0 2261572  77360 605672    0    0     0  1388 23702 28308 77 12 11  1  0 2026-09-22 10:21:01
11  0      0 2259556  77360 608268    0    0     0  1420 23154 27923 75 13 12  1  0 2026-09-22 10:21:02
11  0      0 2258296  77376 610708    0    0     0  1376 22531 26317 76 13 10  0  0 2026-09-22 10:21:03
14  0      0 2257036  77376 613112    0    0     0 32548 21605 25003 72 12  9  6  0 2026-09-22 10:21:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
13  0      0 2255020  77380 615632    0    0     0  4252 22508 26079 77 13 10  0  0 2026-09-22 10:21:05
 8  0      0 2253000  77388 617988    0    0     0  3316 21887 24485 77 11 13  0  0 2026-09-22 10:21:06
11  0      0 2249976  77392 620284    0    0     0  1108 21455 25174 72 13 15  0  0 2026-09-22 10:21:07
15  0      0 2247708  77392 622396    0    0     0  1088 21190 24472 75 11 15  0  0 2026-09-22 10:21:08
10  0      0 2245440  77392 624372    0    0     0  1032 20580 23793 74 10 16  0  0 2026-09-22 10:21:09
14  0      0 2243420  77400 626312    0    0     0  3208 21249 23442 76 11 13  1  0 2026-09-22 10:21:10
 8  0      0 2240900  77416 628220    0    0     0  2160 20721 23981 73 12 15  0  0 2026-09-22 10:21:11
12  0      0 2238632  77416 630312    0    0     0  1128 20753 23302 78  8 15  0  0 2026-09-22 10:21:12
12  0      0 2236616  77416 632260    0    0     0  1124 20447 23242 77 10 14  0  0 2026-09-22 10:21:13
 8  0      0 2234348  77420 634196    0    0     0  1032 20862 24171 76 10 14  1  0 2026-09-22 10:21:14
 2  0      0 2232332  77420 636096    0    0     0  1076 20807 24140 77 10 13  0  0 2026-09-22 10:21:15
 3  0      0 2230064  77424 638080    0    0     0  1112 20350 23813 75 10 15  0  0 2026-09-22 10:21:16
 2  0      0 2227796  77424 640000    0    0     0  1136 20693 24165 76 12 12  0  0 2026-09-22 10:21:17
 4  0      0 2225524  77428 641952    0    0     0  1088 20115 23194 74 12 14  0  0 2026-09-22 10:21:18
