procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3059656  19724 538804    0    0   218  1214 10511 7096 20  9 70  0  0 2026-09-22 10:20:44
 0  0      0 3062364  19724 538736    0    0     0     0  167  228  0  1 100  0  0 2026-09-22 10:20:45
 0  0      0 3060120  19724 538736    0    0     0     0  349  430  2  1 97  0  0 2026-09-22 10:20:46
 0  0      0 3058020  19724 538736    0    0     0     8 4783 4467  3  3 95  0  0 2026-09-22 10:20:47
 0  0      0 3049816  19724 538736    0    0     0     0 1817 1815  5  3 93  0  0 2026-09-22 10:20:48
 0  0      0 3049104  19724 538804    0    0     0     0 2385 3856  2  1 97  0  0 2026-09-22 10:20:49
 0  0      0 3049104  19736 538804    0    0     0   124   62   75  0  0 100  0  0 2026-09-22 10:20:50
 0  0      0 3048880  19736 538872    0    0     0     0 1136 1833  1  0 99  0  0 2026-09-22 10:20:51
 0  0      0 3048880  19736 538872    0    0     0     0   29   38  0  0 100  0  0 2026-09-22 10:20:52
 2  0      0 3036024  19736 544072    0    0     0   572 32975 25887 36 11 53  0  0 2026-09-22 10:20:53
 2  0      0 3010364  19736 552496    0    0     0   932 46385 31510 54 18 28  0  1 2026-09-22 10:20:54
 1  0      0 2983036  19744 561192    0    0     0  1068 46837 30785 48 23 29  0  0 2026-09-22 10:20:55
 2  0      0 2960220  19744 568864    0    0     0   208 46150 33334 48 21 31  0  0 2026-09-22 10:20:56
 3  0      0 2935152  19744 577200    0    0     0   700 46468 35300 51 19 30  0  0 2026-09-22 10:20:57
 3  0      0 2911948  19744 584348    0    0     0   696 51021 42480 47 24 30  0  0 2026-09-22 10:20:58
 2  0      0 2886520  19744 592336    0    0     0   132 50856 42863 54 17 30  0  0 2026-09-22 10:20:59
 2  0      0 2864676  19752 600652    0    0     0   708 49042 37854 50 21 30  0  0 2026-09-22 10:21:00
 2  0      0 2822040  19752 609128    0    0     0   868 49877 37844 48 23 30  0  0 2026-09-22 10:21:01
 0  0      0 2797840  19752 617128    0    0     0   816 49779 39227 52 20 28  0  0 2026-09-22 10:21:02
 2  0      0 2771324  19752 625684    0    0     0   500 49654 40698 52 20 28  0  0 2026-09-22 10:21:03
 4  0      0 2746900  19752 633756    0    0     0  3028 47940 39510 46 21 33  1  0 2026-09-22 10:21:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 6  0      0 2720984  19760 642324    0    0     0  1540 49545 39342 51 18 32  0  0 2026-09-22 10:21:05
 2  0      0 2707804  19760 650856    0    0     0   836 48651 37990 52 18 30  0  0 2026-09-22 10:21:06
 1  0      0 2678124  19760 659396    0    0     0   732 47085 36037 46 24 30  0  0 2026-09-22 10:21:07
