COMMAND                   AVG_CPU%
nginx                         92.9
pidstat                        0.4
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
rcu_sched                      0.0
multipathd                     0.0
kworker/u4:3-writeback         0.0
kworker/u4:2-writeback         0.0
kworker/u4:2-flush-259:0       0.0
kworker/u4:1-writeback         0.0
kworker/1:3-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
irqbalance                     0.0
