COMMAND                   AVG_CPU%
mysqld                        57.0
landscape-sysin                0.8
pidstat                        0.3
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:1-flush-259:0       0.0
kworker/u4:0-flush-259:0       0.0
kworker/u4:0-ext4-rsv-conversion       0.0
kworker/1:1-events             0.0
kworker/0:0-events             0.0
irqbalance                     0.0
