procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2659128  72580 461892    0    0   200  1298 3742 4260 20  5 73  2  0 2026-09-22 10:14:48
 0  0      0 2658876  72580 461856    0    0     0  1432  395  702  0  0 99  1  0 2026-09-22 10:14:49
 1  0      0 2658624  72988 462096    0    0    48 13916 3897 7433  4  1 69 27  0 2026-09-22 10:14:50
 1  0      0 2649552  73100 469232    0    0     0 14448 14049 21291 13  7 64 15  1 2026-09-22 10:14:51
 0  1      0 2586804  73376 479296    0    0     0 34620 4052 8426 18  3 51 28  0 2026-09-22 10:14:52
 0  0      0 2583864  73384 479596    0    0     0  6172 2267 2157  3  1 95  1  0 2026-09-22 10:14:53
 0  0      0 2583864  73384 479596    0    0     0   540  279  473  0  0 100  1  0 2026-09-22 10:14:54
 1  0      0 2583864  73476 479608    0    0     0  7072 1366 2404  1  1 92  7  0 2026-09-22 10:14:55
 1  0      0 2583864  73480 479608    0    0     0   308  287  504  0  0 99  1  0 2026-09-22 10:14:56
 7  0      0 2582100  73580 480748    0    0     0  8932 10903 13037 16  7 69  7  0 2026-09-22 10:14:57
 3  0      0 2579580  73608 483244    0    0     0  3024 19652 22156 34 10 54  2  0 2026-09-22 10:14:58
 1  0      0 2576808  73668 485748    0    0     0  3140 19966 22694 33 13 53  2  0 2026-09-22 10:14:59
 6  0      0 2574288  73708 488336    0    0     0 11716 20382 23112 32 13 51  3  0 2026-09-22 10:15:00
 2  0      0 2571516  73732 490860    0    0     0  1628 20114 22879 31 12 55  2  0 2026-09-22 10:15:01
 8  0      0 2567736  73772 493404    0    0     0 10208 19846 22267 31 15 51  4  0 2026-09-22 10:15:02
 2  0      0 2565220  73780 495856    0    0     0  1512 20623 23817 33 13 53  1  0 2026-09-22 10:15:03
 4  0      0 2562448  73788 498556    0    0     0  1112 20780 23274 34 12 54  1  0 2026-09-22 10:15:04
 1  0      0 2559676  73808 501212    0    0     0  1360 19926 22543 33 11 56  1  0 2026-09-22 10:15:05
 8  0      0 2557156  73812 503692    0    0     0  1288 20210 22751 31 14 55  1  0 2026-09-22 10:15:06
