COMMAND                   AVG_CPU%
nginx                         86.8
isupipe                       84.3
pidstat                        1.0
mysqld                         0.3
ksoftirqd/1                    0.3
ksoftirqd/0                    0.3
rcu_sched                      0.1
vmstat                         0.0
systemd                        0.0
mysql                          0.0
kworker/u4:3-flush-259:0       0.0
kworker/u4:0-flush-259:0       0.0
kworker/u4:0-events_unbound       0.0
jbd2/nvme0n1p1-8               0.0
dbus-daemon                    0.0
