procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2461948  44912 1100220    0    0    84   181   85  125  1  1 98  1  0 2026-09-22 09:05:09
 0  0      0 2461444  44912 1100208    0    0     0     0  130  170  0  1 100  0  0 2026-09-22 09:05:10
 0  0      0 2461444  44920 1100208    0    0     0    52   57   70  0  0 100  0  0 2026-09-22 09:05:11
 0  0      0 2461444  44920 1100208    0    0     0     0   40   41  0  1 100  0  0 2026-09-22 09:05:12
 0  0      0 2461444  44920 1100212    0    0     0     0   42   50  0  0 100  0  0 2026-09-22 09:05:13
 0  0      0 2461444  44920 1100212    0    0     0     0   48   53  1  0 100  0  0 2026-09-22 09:05:14
 0  0      0 2461444  44920 1100212    0    0     0    20   54   53  1  0 100  0  0 2026-09-22 09:05:15
 1  0      0 2461444  44928 1100212    0    0     0    64   59   57  0  0 100  0  0 2026-09-22 09:05:16
 1  0      0 2461444  44928 1100212    0    0     0     0   65   71  0  1 100  0  0 2026-09-22 09:05:17
 1  0      0 2461444  44928 1100212    0    0     0     0   41   43  0  0 100  0  0 2026-09-22 09:05:18
 1  0      0 2461444  44928 1100212    0    0     0     0   44   46  0  0 100  0  0 2026-09-22 09:05:19
 1  0      0 2461444  44928 1100212    0    0     0    16   49   44  0  0 100  0  0 2026-09-22 09:05:20
 1  0      0 2461444  44936 1100212    0    0     0    16   46   51  0  1 100  0  0 2026-09-22 09:05:21
 1  0      0 2461444  44936 1100212    0    0     0     0   42   45  0  0 100  0  0 2026-09-22 09:05:22
 1  0      0 2461444  44936 1100212    0    0     0     0   40   38  0  0 100  0  0 2026-09-22 09:05:23
 1  0      0 2461444  44936 1100212    0    0     0     0   36   38  1  0 100  0  0 2026-09-22 09:05:24
 1  0      0 2461444  44936 1100212    0    0     0     0   63   60  0  1 100  0  0 2026-09-22 09:05:25
 1  0      0 2461444  44944 1100212    0    0     0    32   56   62  0  0 100  0  0 2026-09-22 09:05:26
 1  0      0 2461444  44944 1100212    0    0     0     0   41   47  0  0 100  0  0 2026-09-22 09:05:27
 1  0      0 2461444  44944 1100212    0    0     0     0   37   37  0  0 100  0  0 2026-09-22 09:05:28
 1  0      0 2461444  44944 1100212    0    0     0     0   38   38  0  0 100  0  0 2026-09-22 09:05:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  44944 1100212    0    0     0     0   42   52  0  0 100  0  0 2026-09-22 09:05:30
 0  0      0 2461444  44952 1100212    0    0     0    32   55   52  1  0 100  0  0 2026-09-22 09:05:31
 0  0      0 2461444  44952 1100216    0    0     0    28   49   57  0  0 100  0  0 2026-09-22 09:05:32
 0  0      0 2461444  44952 1100216    0    0     0     0   50   46  0  0 99  0  0 2026-09-22 09:05:33
 0  0      0 2461444  44952 1100216    0    0     0     0   38   46  0  0 100  0  0 2026-09-22 09:05:34
 0  0      0 2461444  44952 1100216    0    0     0   704  132  201  0  0 99  1  0 2026-09-22 09:05:35
 0  0      0 2461444  44960 1100216    0    0     0    88   57   52  0  1 100  0  0 2026-09-22 09:05:36
 0  0      0 2461444  44960 1100216    0    0     0    20   71   74  0  0 100  0  0 2026-09-22 09:05:37
 0  0      0 2461444  44960 1100216    0    0     0     0   44   45  0  0 100  0  0 2026-09-22 09:05:38
 0  0      0 2461444  44960 1100216    0    0     0     0   55   52  0  0 100  0  0 2026-09-22 09:05:39
 0  0      0 2461444  44960 1100216    0    0     0     0   40   46  0  0 100  0  0 2026-09-22 09:05:40
 0  0      0 2461444  44968 1100216    0    0     0    24   51   56  0  0 100  0  0 2026-09-22 09:05:41
 0  0      0 2461444  44968 1100216    0    0     0    20   47   53  0  1 100  0  0 2026-09-22 09:05:42
 0  0      0 2461444  44968 1100216    0    0     0     0   41   41  0  0 100  0  0 2026-09-22 09:05:43
 0  0      0 2461444  44968 1100216    0    0     0     0   39   35  0  0 100  0  0 2026-09-22 09:05:44
 0  0      0 2461444  44968 1100216    0    0     0     0   49   52  1  0 100  0  0 2026-09-22 09:05:45
 0  0      0 2461444  44976 1100220    0    0     0    24   57   55  0  1 100  0  0 2026-09-22 09:05:46
 0  0      0 2461444  44976 1100220    0    0     0     0   46   56  0  0 100  0  0 2026-09-22 09:05:47
 0  0      0 2461444  44976 1100220    0    0     0    24   50   45  0  1 100  0  0 2026-09-22 09:05:48
 0  0      0 2461444  44976 1100220    0    0     0     0   45   48  0  0 100  0  0 2026-09-22 09:05:49
 0  0      0 2461444  44976 1100220    0    0     0     0   40   44  0  0 100  0  0 2026-09-22 09:05:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  44984 1100220    0    0     0    24   55   52  0  0 100  1  0 2026-09-22 09:05:51
 0  0      0 2461444  44984 1100220    0    0     0     0   41   41  0  1 100  0  0 2026-09-22 09:05:52
 0  0      0 2461444  44984 1100220    0    0     0    16   51   52  0  0 100  0  0 2026-09-22 09:05:53
 0  0      0 2461444  44984 1100220    0    0     0     0   44   46  0  0 100  0  0 2026-09-22 09:05:54
 0  0      0 2461444  44984 1100220    0    0     0     0   55   62  0  1 100  0  0 2026-09-22 09:05:55
 0  0      0 2461444  44992 1100220    0    0     0    24   57   55  0  0 100  0  0 2026-09-22 09:05:56
 0  0      0 2461444  44992 1100220    0    0     0     0   50   54  0  0 100  0  0 2026-09-22 09:05:57
 0  0      0 2461444  44992 1100220    0    0     0     0   47   47  0  1 100  0  0 2026-09-22 09:05:58
 0  0      0 2461444  44992 1100220    0    0     0    16   50   48  0  0 100  0  0 2026-09-22 09:05:59
 0  0      0 2461444  44992 1100220    0    0     0     0   50   50  0  0 100  0  0 2026-09-22 09:06:00
 1  0      0 2461444  45000 1100220    0    0     0    16   68   90  1  1 99  0  0 2026-09-22 09:06:01
 0  0      0 2461444  45000 1100220    0    0     0     0   71   76  0  1 100  0  0 2026-09-22 09:06:02
 0  0      0 2461444  45000 1100220    0    0     0     0   45   45  1  0 100  0  0 2026-09-22 09:06:03
 0  0      0 2461444  45000 1100220    0    0     0    16   64   63  0  0 100  0  0 2026-09-22 09:06:04
 0  0      0 2461444  45000 1100220    0    0     0     0   64   62  0  0 100  0  1 2026-09-22 09:06:05
 0  0      0 2461444  45008 1100220    0    0     0    68   60   62  0  1 100  0  0 2026-09-22 09:06:06
 0  0      0 2461444  45008 1100224    0    0     0     0   48   47  0  0 100  0  0 2026-09-22 09:06:07
 0  0      0 2461444  45008 1100224    0    0     0     0   57   51  0  0 100  0  0 2026-09-22 09:06:08
 0  0      0 2461444  45008 1100224    0    0     0     0   48   49  0  1 100  0  0 2026-09-22 09:06:09
 0  0      0 2461444  45008 1100224    0    0     0    20   60   59  0  0 100  0  0 2026-09-22 09:06:10
 0  0      0 2461444  45016 1100224    0    0     0    24   60   53  0  1 100  0  0 2026-09-22 09:06:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2461444  45016 1100224    0    0     0   164   72   73  0  0 99  0  0 2026-09-22 09:06:12
 0  0      0 2461444  45016 1100224    0    0     0     0   44   42  0  1 100  0  0 2026-09-22 09:06:13
 0  0      0 2461444  45016 1100224    0    0     0     0   45   49  0  0 100  0  0 2026-09-22 09:06:14
 0  0      0 2461444  45016 1100224    0    0     0    20   64   55  0  0 100  0  0 2026-09-22 09:06:15
 0  0      0 2461444  45024 1100220    0    0     0    24   61   55  0  1 100  0  0 2026-09-22 09:06:16
 0  0      0 2461444  45024 1100228    0    0     0     0   63   59  1  0 100  0  0 2026-09-22 09:06:17
 0  0      0 2461444  45024 1100228    0    0     0     0   45   47  0  0 100  0  0 2026-09-22 09:06:18
 0  0      0 2461444  45024 1100228    0    0     0     0   52   50  1  0 100  0  0 2026-09-22 09:06:19
      0 2461444  44952 1100212    0    0     0    16   47   44  0  0 100  0  0 2026-09-22 09:05:31
 0  0      0 2461444  44952 1100216    0    0     0    28   52   55  1  0 100  0  0 2026-09-22 09:05:32
 0  0      0 2461444  44952 1100216    0    0     0     0   47   49  0  0 100  0  0 2026-09-22 09:05:33
 0  0      0 2461444  44952 1100216    0    0     0     0   40   47  0  1 100  0  0 2026-09-22 09:05:34
 0  0      0 2461444  44960 1100208    0    0     0   756  138  209  0  0 99  1  0 2026-09-22 09:05:35
 0  0      0 2461444  44960 1100216    0    0     0    56   57   48  0  0 100  0  0 2026-09-22 09:05:36
 0  0      0 2461444  44960 1100216    0    0     0     0   68   68  0  0 100  0  0 2026-09-22 09:05:37
 0  0      0 2461444  44960 1100216    0    0     0     0   46   49  0  0 100  0  0 2026-09-22 09:05:38
 0  0      0 2461444  44960 1100216    0    0     0     0   52   52  0  1 100  0  0 2026-09-22 09:05:39
 0  0      0 2461444  44968 1100208    0    0     0    24   44   54  0  0 100  0  0 2026-09-22 09:05:40
 0  0      0 2461444  44968 1100216    0    0     0     0   44   42  0  0 100  0  0 2026-09-22 09:05:41
