procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1687532  70780 1351932    0    0    94   368  423  449  3  1 95  1  0 2026-09-22 09:05:08
 0  0      0 1686272  70800 1351932    0    0     0  1908  419  736  1  0 98  1  0 2026-09-22 09:05:09
 0  0      0 1685516  71640 1352896    0    0     0 14524 8715 14156  9  3 60 28  0 2026-09-22 09:05:10
 1  0      0 1653008  72272 1361388    0    0     0 25116 10569 16113 14  5 60 22  0 2026-09-22 09:05:11
 1  0      0 1644692  72828 1369400    0    0     0 25844 4612 7687 22  2 56 21  0 2026-09-22 09:05:12
 0  0      0 1644692  72860 1369868    0    0     0  4800 3037 3722 11  1 86  1  0 2026-09-22 09:05:13
 0  0      0 1644692  72876 1369868    0    0     0   908  337  575  1  0 99  0  0 2026-09-22 09:05:14
 0  0      0 1644440  72928 1370048    0    0     0  1048 1169 1614  0  1 98  2  0 2026-09-22 09:05:15
 0  0      0 1644440  73140 1370048    0    0     0  7068  829 1647  1  0 92  8  0 2026-09-22 09:05:16
 4  0      0 1642376  73408 1373808    0    0     0 12612 5507 5879 13  3 78  7  0 2026-09-22 09:05:17
 0  0      0 1635368  73648 1385008    0    0     0 17480 18394 18770 45 15 34  6  0 2026-09-22 09:05:18
 7  0      0 1627808  73684 1395984    0    0     0  6896 16397 15326 48  9 41  1  0 2026-09-22 09:05:19
 2  0      0 1610668  73720 1407448    0    0     0 10484 16466 15707 48 10 40  2  0 2026-09-22 09:05:20
 1  1      0 1593784  73772 1418164    0    0     0 13892 16209 15418 49 11 37  2  0 2026-09-22 09:05:21
 0  0      0 1576396  73820 1429992    0    0     0 13872 16408 15508 48 13 38  1  0 2026-09-22 09:05:22
 1  0      0 1560260  73860 1441156    0    0     0 12360 16592 15793 48 10 41  2  0 2026-09-22 09:05:23
 5  0      0 1544916  73908 1451600    0    0     0 19332 16556 15657 50 10 38  2  0 2026-09-22 09:05:24
 2  0      0 1525760  73988 1464640    0    0     0 18012 15967 15262 44 14 38  3  0 2026-09-22 09:05:25
 6  0      0 1511144  74048 1474860    0    0     0 12760 15819 15175 46 11 41  2  0 2026-09-22 09:05:26
 5  0      0 1494260  74128 1486280    0    0     0 12632 16326 15894 49 10 40  2  0 2026-09-22 09:05:27
 3  0      0 1478128  74196 1497184    0    0     0 12584 16738 16197 44 13 41  3  0 2026-09-22 09:05:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 1461744  74256 1508720    0    0     0 15372 15892 15197 52  9 38  2  0 2026-09-22 09:05:29
 8  0      0 1443844  74344 1520904    0    0     0 23780 15656 15062 48 11 38  3  0 2026-09-22 09:05:30
 9  0      0 1427212  74404 1532648    0    0     0 13524 16408 16463 43 11 44  3  0 2026-09-22 09:05:31
 8  0      0 1412392  74452 1542792    0    0     0 14596 15857 15544 50 10 36  3  0 2026-09-22 09:05:32
14  0      0 1395544  74492 1553868    0    0     0 11436 16299 15547 53 12 33  1  0 2026-09-22 09:05:33
 2  0      0 1380200  74516 1564300    0    0     0 116432 15837 15726 42 14 38  6  0 2026-09-22 09:05:34
 1  0      0 1364324  74572 1575252    0    0     0 17608 15591 15152 43 12 43  3  0 2026-09-22 09:05:35
 3  0      0 1349712  74616 1585064    0    0     0 13632 14406 14265 39 10 49  1  0 2026-09-22 09:05:36
 4  0      0 1335096  74676 1595140    0    0     0 17716 14456 14674 41  9 49  1  0 2026-09-22 09:05:37
 4  0      0 1319976  74704 1605844    0    0     0 13784 14025 13808 41  8 50  2  0 2026-09-22 09:05:38
14  0      0 1305616  74772 1615752    0    0     0 16108 14084 14034 41  8 49  1  0 2026-09-22 09:05:39
 5  0      0 1290496  74836 1626460    0    0     0 12536 14862 14639 44  7 47  1  0 2026-09-22 09:05:40
12  0      0 1274620  74892 1637172    0    0     0 14736 14555 14301 38 11 50  1  0 2026-09-22 09:05:41
 6  0      0 1258240  74944 1648592    0    0     0 14700 14423 14208 46 10 44  1  0 2026-09-22 09:05:42
 3  0      0 1244124  75036 1658508    0    0     0 15620 14290 14364 43  9 45  3  1 2026-09-22 09:05:43
 2  0      0 1229256  75152 1668672    0    0     0 11864 14651 14539 42  9 46  3  0 2026-09-22 09:05:44
 4  0      0 1215144  75216 1678288    0    0     0 15148 14273 14073 42  7 49  2  0 2026-09-22 09:05:45
 5  0      0 1200300  75324 1688420    0    0     0 22068 14125 14165 45  7 44  4  0 2026-09-22 09:05:46
13  0      0 1185688  75380 1698188    0    0     0 10484 14016 13888 44 11 43  2  0 2026-09-22 09:05:47
 9  0      0 1171604  75448 1707756    0    0     0 15736 14417 14435 40 10 48  2  0 2026-09-22 09:05:48
 8  0      0 1157240  75536 1717644    0    0     0 19812 14205 14222 42  8 46  4  0 2026-09-22 09:05:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1141868  75620 1728304    0    0     0 17084 14948 15348 37 11 49  3  0 2026-09-22 09:05:50
 9  0      0 1127756  75700 1737812    0    0     0 16168 13943 14393 44  8 46  2  0 2026-09-22 09:05:51
 0  1      0 1113392  75788 1747652    0    0     0 14080 14451 14485 41 11 46  3  0 2026-09-22 09:05:52
 0  0      0 1098776  75896 1757892    0    0     0 20096 14416 14426 42  9 46  3  0 2026-09-22 09:05:53
 7  0      0 1083184  75988 1768216    0    0     0 19280 14450 14307 47 10 41  3  0 2026-09-22 09:05:54
 1  0      0 1068568  76080 1778152    0    0     0 12936 14269 14433 43 10 44  3  0 2026-09-22 09:05:55
