COMMAND                   AVG_CPU%
mysqld                        68.8
isupipe                       45.5
nginx                         31.7
pdns_server                    9.4
systemd-journal                1.4
pdnsutil                       1.0
rsyslogd                       0.5
pidstat                        0.5
ksoftirqd/1                    0.2
ksoftirqd/0                    0.2
rcu_sched                      0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
mysql                          0.0
