COMMAND                   AVG_CPU%
isupipe                       85.4
nginx                         17.5
systemd-journal                0.8
pidstat                        0.5
rsyslogd                       0.3
landscape-sysin                0.3
rcu_sched                      0.1
kworker/u4:2-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
mysql                          0.0
