COMMAND                   AVG_CPU%
mysqld                        54.8
nginx                         23.1
pidstat                        0.7
rcu_sched                      0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
multipathd                     0.0
kworker/u4:2-flush-259:0       0.0
kworker/u4:2-events_unbound       0.0
kworker/u4:0-flush-259:0       0.0
kworker/u4:0-ext4-rsv-conversion       0.0
