procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12952400  97344 2575364    0    0     8    72  266  471 14  2 84  0  0 2026-09-22 11:20:54
 0  0      0 12930036  97344 2571528    0    0     0     0 2623 2618  2  1 97  0  0 2026-09-22 11:20:55
 0  0      0 12929532  97344 2571544    0    0     0     0   50   52  0  0 100  0  0 2026-09-22 11:20:56
 0  0      0 12929532  97344 2571544    0    0     0     0   45   49  0  0 100  0  0 2026-09-22 11:20:57
 0  0      0 12925500  97344 2571544    0    0     0  1888 2515 3357  1  0 99  1  0 2026-09-22 11:20:58
 0  0      0 12924268  97344 2571544    0    0     0     0   56   66  0  0 100  0  0 2026-09-22 11:20:59
 0  0      0 12922504  97344 2571544    0    0     0     8 1230 1719  0  0 100  0  0 2026-09-22 11:21:00
 0  0      0 12922504  97344 2571544    0    0     0     0   44   39  0  0 100  0  0 2026-09-22 11:21:01
 0  0      0 12922000  97344 2571544    0    0     0     0  747  960  0  0 100  0  0 2026-09-22 11:21:02
 8  0      0 12853968  97344 2571552    0    0     0    60 63877 63744 35  6 58  0  0 2026-09-22 11:21:03
 6  0      0 12835400  97344 2571536    0    0     0     4 81074 70910 51  7 41  0  0 2026-09-22 11:21:04
 5  0      0 12798612  97344 2571560    0    0     0     0 80688 71971 52  8 40  0  0 2026-09-22 11:21:05
 6  0      0 12756112  97344 2571648    0    0     0     0 82354 75130 47  8 45  0  0 2026-09-22 11:21:06
 1  0      0 12732848  97344 2571996    0    0     0     0 80462 74942 51  7 42  0  0 2026-09-22 11:21:07
 4  0      0 12685584  97348 2572256    0    0     0   188 81500 68450 55  8 37  0  0 2026-09-22 11:21:08
 2  0      0 12680432  97348 2572468    0    0     0     0 78600 72107 49  8 43  0  0 2026-09-22 11:21:09
 4  0      0 12651532  97348 2572656    0    0     0     4 84711 71936 55  8 38  0  0 2026-09-22 11:21:10
 1  0      0 12650272  97348 2572872    0    0     0     0 77804 73270 50  6 44  0  0 2026-09-22 11:21:11
 2  0      0 12645820  97348 2572972    0    0     0     0 74495 71551 45  7 48  0  0 2026-09-22 11:21:12
 7  0      0 12602320  97348 2573108    0    0     0   340 80399 65895 55  9 36  0  0 2026-09-22 11:21:13
 7  0      0 12601316  97348 2573196    0    0     0     0 75507 72103 47  6 47  0  0 2026-09-22 11:21:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0 12600564  97348 2573316    0    0     0     0 71621 64174 51  8 41  0  0 2026-09-22 11:21:15
 2  0      0 12573968  97348 2573348    0    0     0     4 86599 72710 50  9 41  0  0 2026-09-22 11:21:16
 2  0      0 12561508  97348 2573596    0    0     0     0 78231 72180 49  7 44  0  0 2026-09-22 11:21:17
 2  0      0 12532040  97348 2573716    0    0     0   256 79901 67527 54  7 39  0  0 2026-09-22 11:21:18
 6  0      0 12489296  97348 2573896    0    0     0     0 73241 65172 49  8 44  0  0 2026-09-22 11:21:19
 4  0      0 12492492  97348 2574060    0    0     0     0 77174 60755 59  9 32  0  0 2026-09-22 11:21:20
 8  0      0 12490812  97348 2574284    0    0     0     0 72574 68478 45  7 48  0  0 2026-09-22 11:21:21
 8  0      0 12478268  97348 2574408    0    0     0     4 77329 63323 57  9 35  0  0 2026-09-22 11:21:22
 2  0      0 12451808  97348 2574596    0    0     0    16 73951 66930 49  8 44  0  0 2026-09-22 11:21:23
 8  0      0 12449316  97348 2574652    0    0     0     0 75689 64719 53  8 39  0  0 2026-09-22 11:21:24
 1  0      0 12448312  97348 2574872    0    0     0     0 71573 68896 43  8 49  0  0 2026-09-22 11:21:25
 3  0      0 12447388  97348 2574944    0    0     0     0 78294 67022 55  9 37  0  0 2026-09-22 11:21:26
 2  0      0 12444892  97348 2575128    0    0     0     0 69391 62119 50  6 44  0  0 2026-09-22 11:21:27
 9  0      0 12443124  97352 2575192    0    0     0    20 77047 65935 55  7 37  0  0 2026-09-22 11:21:28
 3  0      0 12427368  97352 2575452    0    0     0     0 71462 65450 47  9 44  0  0 2026-09-22 11:21:29
 7  0      0 12401916  97352 2575512    0    0     0     0 76445 61356 56  9 35  0  0 2026-09-22 11:21:30
 2  0      0 12397380  97352 2575696    0    0     0     0 75260 59852 59  8 33  0  0 2026-09-22 11:21:31
 3  0      0 12401088  97352 2575872    0    0     0     0 73488 68293 46  7 47  0  0 2026-09-22 11:21:32
 3  0      0 12369020  97352 2575928    0    0     0    16 74882 57190 60  8 32  0  0 2026-09-22 11:21:33
 8  0      0 12368016  97352 2576164    0    0     0     8 77329 62864 57  8 35  0  0 2026-09-22 11:21:34
 2  0      0 12367260  97352 2576420    0    0     0     0 71042 61161 53  7 40  0  0 2026-09-22 11:21:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0 12366756  97352 2576480    0    0     0     0 83556 72666 54  8 38  0  0 2026-09-22 11:21:36
 3  0      0 12364992  97352 2576548    0    0     0     0 65173 54560 52  6 41  0  0 2026-09-22 11:21:37
 7  0      0 12363004  97352 2576692    0    0     0    24 80529 67930 55  8 37  0  0 2026-09-22 11:21:38
 7  0      0 12352844  97352 2576836    0    0     0     0 77522 61921 61  9 31  0  0 2026-09-22 11:21:39
 2  0      0 12336256  97352 2576904    0    0     0     4 74628 63845 57  9 34  0  0 2026-09-22 11:21:40
 7  0      0 12309292  97352 2576976    0    0     0     0 76777 57789 65  9 26  0  0 2026-09-22 11:21:41
 3  0      0 12308036  97352 2577060    0    0     0     0 75477 60420 63  9 28  0  0 2026-09-22 11:21:42
 8  0      0 12307784  97356 2577116    0    0     0    16 81518 68823 61  7 32  0  0 2026-09-22 11:21:43
 4  0      0 12307064  97356 2577200    0    0     0     0 74887 65185 55  7 38  0  0 2026-09-22 11:21:44
 3  0      0 12303312  97356 2577268    0    0     0     0 71653 54400 66  8 26  0  0 2026-09-22 11:21:45
 2  0      0 12298020  97356 2577344    0    0     0     4 74020 60030 64  7 29  0  0 2026-09-22 11:21:46
 5  0      0 12296764  97356 2577408    0    0     0     0 76487 61707 63  8 29  0  0 2026-09-22 11:21:47
 4  0      0 12304684  97356 2577488    0    0     0    16 75538 59189 62  8 30  0  0 2026-09-22 11:21:48
 5  0      0 12319724  97356 2577564    0    0     0  2044 76374 58316 65  8 27  0  0 2026-09-22 11:21:49
 4  0      0 12312700  97356 2577644    0    0     0     0 76572 62809 62  7 31  0  0 2026-09-22 11:21:50
 1  0      0 12313496  97356 2577712    0    0     0     0 80576 65760 63  7 29  0  0 2026-09-22 11:21:51
 6  0      0 12317784  97356 2577792    0    0     0     4 77018 62758 60  8 32  0  0 2026-09-22 11:21:52
 7  0      0 12318140  97356 2577864    0    0     0    32 75437 60627 60  8 32  0  0 2026-09-22 11:21:53
 4  0      0 12314060  97356 2577936    0    0     0    16 76373 60869 63  8 28  0  0 2026-09-22 11:21:54
 3  0      0 12324736  97356 2578008    0    0     0     0 81008 68052 59  7 33  0  0 2026-09-22 11:21:55
 3  0      0 12321892  97356 2578088    0    0     0     0 75625 63746 61  7 32  0  0 2026-09-22 11:21:56
