COMMAND                   AVG_CPU%
mysqld                       145.7
pidstat                        0.4
jbd2/nvme0n1p1-8               0.2
landscape-sysin                0.1
kworker/u4:1-events_unbound       0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
rcu_sched                      0.0
polkitd                        0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:3-events_power_efficient       0.0
kworker/u4:1-ext4-rsv-conversion       0.0
