procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3076692  28132 435344    0    0   238  1433 2180  707  6  3 90  0  0 2026-09-22 11:45:36
 0  0      0 3074708  28132 435348    0    0     0     0  585  924  2  3 96  0  0 2026-09-22 11:45:37
 0  0      0 3074708  28132 435352    0    0     0     0   59   56  0  0 100  0  0 2026-09-22 11:45:38
 0  0      0 3074708  28132 435352    0    0     0     0   28   37  0  0 100  0  0 2026-09-22 11:45:39
 0  0      0 3074708  28144 435340    0    0     0   936  123  221  0  0 99  1  0 2026-09-22 11:45:40
 0  0      0 3080404  28144 435372    0    0     0    20  754  355  1  1 99  0  1 2026-09-22 11:45:41
 0  0      0 3080404  28144 435384    0    0     0     0   24   29  0  0 100  0  0 2026-09-22 11:45:42
 0  0      0 3080152  28144 434872    0    0     0    84  243  115  0  0 100  0  0 2026-09-22 11:45:43
 0  0      0 3080152  28144 434876    0    0     0     0   27   38  0  0 100  0  0 2026-09-22 11:45:44
 1  0      0 3164116  28164 364688    0    0     0  3728 16408 4823 18 12 70  0  0 2026-09-22 11:45:45
 2  0      0 3150436  28164 376316    0    0     0  4072 46311 14587 45 22 33  0  0 2026-09-22 11:45:46
 2  0      0 3139956  28164 388532    0    0     0  2720 45320 14438 44 19 37  0  0 2026-09-22 11:45:47
 2  0      0 3122156  28164 403960    0    0     0 10832 45428 15076 43 23 34  0  0 2026-09-22 11:45:48
 0  0      0 3109388  28164 416468    0    0     0  7892 47195 14390 47 20 33  0  0 2026-09-22 11:45:49
 2  0      0 3099368  28192 426012    0    0     0 17480 48401 14395 47 25 28  0  0 2026-09-22 11:45:50
 2  0      0 3092736  28192 432000    0    0     0  9700 45567 15108 46 20 33  0  0 2026-09-22 11:45:51
 1  0      0 3077580  28192 445552    0    0     0 10096 47887 14386 46 24 30  0  0 2026-09-22 11:45:52
 2  0      0 3061580  28192 460860    0    0     0 22688 48063 12924 48 24 27  0  0 2026-09-22 11:45:53
 2  0      0 3052336  28192 468828    0    0     0 13580 45736 13560 45 24 31  0  0 2026-09-22 11:45:54
 3  0      0 3039268  28224 481992    0    0     0 27772 46728 12858 46 28 26  1  0 2026-09-22 11:45:55
 3  0      0 3040704  28224 482064    0    0     0 25672 46096 12888 44 28 26  1  0 2026-09-22 11:45:56
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3022104  28224 497184    0    0     0 20292 45307 12740 46 23 31  0  0 2026-09-22 11:45:57
 3  0      0 3013044  28224 505656    0    0     0 20432 48507 12660 50 25 25  0  0 2026-09-22 11:45:58
 2  0      0 2997628  28224 512608    0    0     0 24044 48659 12174 50 27 22  0  0 2026-09-22 11:45:59
 3  0      0 2995844  28260 517572    0    0     0 26264 45863 13568 46 25 28  0  0 2026-09-22 11:46:00
